municipality_code,latitude,longitude
02202,40.55659,140.52038
02202,40.55689,140.56679
02202,40.55691,140.56922
02202,40.55699,140.45014
02202,40.55703,140.51295
02202,40.55713,140.57214
02202,40.55723,140.49844
02202,40.55725,140.49064
02202,40.55729,140.51112
02202,40.5574,140.53076
02202,40.55749,140.51694
02202,40.558,140.56964
02202,40.55844,140.50028
02202,40.55848,140.48965
02202,40.55852,140.5324
02202,40.55863,140.48313
02202,40.55875,140.38937
02202,40.55877,140.44006
02202,40.55893,140.53418
02202,40.55899,140.50755
02202,40.5592,140.51688
02202,40.55924,140.47158
02202,40.55931,140.57141
02202,40.55933,140.5356
02202,40.55941,140.47245
02202,40.55963,140.44242
02202,40.55967,140.43866
02202,40.55969,140.46884
02202,40.55973,140.46745
02202,40.56018,140.56633
02202,40.56037,140.49477
02202,40.56038,140.42851
02202,40.56039,140.50038
02202,40.56048,140.57541
02202,40.56065,140.51111
02202,40.56119,140.51493
02202,40.56228,140.43415
02202,40.56247,140.4768
02202,40.56278,140.5078
02202,40.56306,140.57316
02202,40.56311,140.49305
02202,40.56337,140.32646
02202,40.56404,140.52717
02202,40.56413,140.4762
02202,40.56437,140.48814
02202,40.56439,140.47404
02202,40.56448,140.43806
02202,40.56468,140.5132
02202,40.565,140.47987
02202,40.5652,140.47134
02202,40.56561,140.52977
02202,40.56582,140.46373
02202,40.56591,140.51129
02202,40.56605,140.43263
02202,40.56625,140.47468
02202,40.56634,140.51763
02202,40.56634,140.52156
02202,40.5665,140.50384
02202,40.56659,140.49842
02202,40.56682,140.46277
02202,40.56698,140.5016
02202,40.56708,140.46962
02202,40.56737,140.48191
02202,40.56742,140.47135
02202,40.5676,140.51636
02202,40.56817,140.50407
02202,40.56821,140.4777
02202,40.56876,140.47512
02202,40.56894,140.3666
02202,40.56897,140.47273
02202,40.56912,140.48677
02202,40.56937,140.52536
02202,40.56946,140.49407
02202,40.56954,140.4791
02202,40.5697,140.34416
02202,40.56983,140.51009
02202,40.56994,140.48288
02202,40.57043,140.52437
02202,40.57045,140.42884
02202,40.57071,140.51666
02202,40.57085,140.52036
02202,40.57107,140.48116
02202,40.57131,140.48838
02202,40.57196,140.4779
02202,40.57226,140.49482
02202,40.57232,140.50292
02202,40.57247,140.45129
02202,40.57264,140.44694
02202,40.57266,140.46949
02202,40.57276,140.50907
02202,40.57278,140.36536
02202,40.57283,140.44896
02202,40.57288,140.47338
02202,40.57307,140.48527
02202,40.57321,140.49178
02202,40.57325,140.45607
02202,40.57331,140.52597
02202,40.57353,140.4233
02202,40.57383,140.46527
02202,40.57402,140.48114
02202,40.57414,140.46867
02202,40.57417,140.47473
02202,40.57461,140.48772
02202,40.57476,140.51203
02202,40.57493,140.31315
02202,40.57493,140.49491
02202,40.57514,140.47203
02202,40.57534,140.44601
02202,40.57553,140.47683
02202,40.57557,140.45502
02202,40.5758,140.46426
02202,40.5758,140.49195
